system:time_start,potential_evaporation_1,temperature_2m,total_precipitation_1
"Jan 1, 1981",-5.379,279.116,1.997
"Feb 1, 1981",-6.511,281.357,2.68
"Mar 1, 1981",-7.963,283.932,7.033
"Apr 1, 1981",-9.955,286.625,5.879
"May 1, 1981",-7.294,287.161,8.673
"Jun 1, 1981",-6.905,288.871,27.374
"Jul 1, 1981",-8.772,289.047,14.347
"Aug 1, 1981",-8.442,289.959,16.291
"Sep 1, 1981",-5.76,288.544,26.391
"Oct 1, 1981",-7.296,287.014,3.965
"Nov 1, 1981",-5.565,284.776,7.179
"Dec 1, 1981",-5.089,280.856,2.485
"Jan 1, 1982",-5.779,278.97,2.068
"Feb 1, 1982",-6.626,281.765,3.612
"Mar 1, 1982",-9.701,284.738,3.847
"Apr 1, 1982",-6.588,284.598,7.114
"May 1, 1982",-9.866,287.52,7.5
"Jun 1, 1982",-8.544,288.911,9.319
"Jul 1, 1982",-9.559,289.864,24.207
"Aug 1, 1982",-6.981,288.826,19.325
"Sep 1, 1982",-8.034,288.403,6.503
"Oct 1, 1982",-8.045,286.375,2.387
"Nov 1, 1982",-6.559,284.592,6.149
"Dec 1, 1982",-5.607,280.846,2.103
"Jan 1, 1983",-4.678,280.192,4.22
"Feb 1, 1983",-3.862,280.853,13.109
"Mar 1, 1983",-5.591,282.54,14.053
"Apr 1, 1983",-12.205,286.587,3.664
"May 1, 1983",-7.128,287.224,13.182
"Jun 1, 1983",-11.319,289.181,10.64
"Jul 1, 1983",-12.807,290.181,6.251
"Aug 1, 1983",-8.34,289.242,13.651
"Sep 1, 1983",-9.274,288.783,5.147
"Oct 1, 1983",-7.826,287.876,5.046
"Nov 1, 1983",-7.221,282.807,1.583
"Dec 1, 1983",-5.636,279.672,2.515
"Jan 1, 1984",-5.871,279.42,1.499
"Feb 1, 1984",-6.15,281.039,2.69
"Mar 1, 1984",-7.495,283.008,4.158
"Apr 1, 1984",-7.235,285.547,7.566
"May 1, 1984",-7.043,286.992,13.197
"Jun 1, 1984",-9.586,289.351,7.717
"Jul 1, 1984",-10.715,289.202,9.69
"Aug 1, 1984",-7.462,289.132,16.486
"Sep 1, 1984",-9.336,287.998,6.683
"Oct 1, 1984",-6.417,286.496,15.346
"Nov 1, 1984",-6.254,284.71,2.997
"Dec 1, 1984",-5.692,280.969,2.427
"Jan 1, 1985",-5.844,279.645,2.775
"Feb 1, 1985",-4.773,282.671,9.445
"Mar 1, 1985",-7.923,283.723,4.015
"Apr 1, 1985",-6.628,285.034,7.999
"May 1, 1985",-7.314,287.919,14.995
"Jun 1, 1985",-5.858,288.891,18.371
"Jul 1, 1985",-9.986,288.995,10.381
"Aug 1, 1985",-6.86,288.87,13.887
"Sep 1, 1985",-6.598,288.067,13.877
"Oct 1, 1985",-7.45,287.191,4.477
"Nov 1, 1985",-5.724,283.439,3.875
"Dec 1, 1985",-6.037,280.796,3.072
"Jan 1, 1986",-5.721,278.619,1.507
"Feb 1, 1986",-4.389,278.539,6.03
"Mar 1, 1986",-6.76,281.848,6.418
"Apr 1, 1986",-9.688,286.729,3.352
"May 1, 1986",-6.183,287.414,21.264
"Jun 1, 1986",-7.969,288.915,16.733
"Jul 1, 1986",-10.011,289.419,11.848
"Aug 1, 1986",-9.728,289.393,14.812
"Sep 1, 1986",-7.892,288.178,16.224
"Oct 1, 1986",-6.795,286.424,4.723
"Nov 1, 1986",-5.756,285.112,6.152
"Dec 1, 1986",-6.039,282.219,2.007
"Jan 1, 1987",-6.112,279.877,2.645
"Feb 1, 1987",-8.379,281.304,3.276
"Mar 1, 1987",-9.275,284.383,4.301
"Apr 1, 1987",-9.766,286.344,6.07
"May 1, 1987",-8.627,287.603,8.223
"Jun 1, 1987",-6.369,289.353,15.809
"Jul 1, 1987",-8.519,289.734,16.996
"Aug 1, 1987",-9.624,289.552,9.382
"Sep 1, 1987",-6.64,288.079,16.664
"Oct 1, 1987",-7.455,287.3,12.165
"Nov 1, 1987",-5.675,285.861,5.462
"Dec 1, 1987",-5.114,281.068,3.284
"Jan 1, 1988",-6.12,282.091,3.841
"Feb 1, 1988",-6.456,282.046,2.788
"Mar 1, 1988",-8.191,284.543,4.925
"Apr 1, 1988",-6.068,285.086,10.72
"May 1, 1988",-8.613,288.536,8.71
"Jun 1, 1988",-10.432,289.264,9.422
"Jul 1, 1988",-10.606,290.008,9.594
"Aug 1, 1988",-7.861,288.539,18.201
"Sep 1, 1988",-6.225,288.349,13.902
"Oct 1, 1988",-6.057,287.774,11.677
"Nov 1, 1988",-5.689,283.165,4.3
"Dec 1, 1988",-6.232,280.622,1.692
"Jan 1, 1989",-5.842,281.56,2.575
"Feb 1, 1989",-7.707,280.96,1.807
"Mar 1, 1989",-7.524,282.068,6.016
"Apr 1, 1989",-7.853,285.649,7.77
"May 1, 1989",-8.574,287.323,12.523
"Jun 1, 1989",-9.176,288.833,8.963
"Jul 1, 1989",-8.584,289.24,14.853
"Aug 1, 1989",-8.403,289.286,8.383
"Sep 1, 1989",-6.238,288.255,23.272
"Oct 1, 1989",-6.842,287.013,4.799
"Nov 1, 1989",-6.513,283.746,3.295
"Dec 1, 1989",-6.031,280.451,3.592
"Jan 1, 1990",-5.064,280.394,3.821
"Feb 1, 1990",-6.796,282.537,4.712
"Mar 1, 1990",-6.942,283.2,4.972
"Apr 1, 1990",-6.286,285.934,14.079
"May 1, 1990",-8.581,287.976,9.908
"Jun 1, 1990",-7.694,289.459,19.668
"Jul 1, 1990",-10.78,289.544,6.371
"Aug 1, 1990",-8.68,289.731,24.237
"Sep 1, 1990",-6.791,288.599,17.106
"Oct 1, 1990",-7.306,286.538,4.333
"Nov 1, 1990",-7.189,284.842,2.12
"Dec 1, 1990",-6.106,281.632,1.547
