system:time_start,potential_evaporation_1,temperature_2m,total_precipitation_1
"May 1, 2006",-6.422,288.38,11.608
"Jun 1, 2006",-6.304,289.138,18.734
"Jul 1, 2006",-7.167,290.236,25.824
"Aug 1, 2006",-6.446,289.801,16.563
"Sep 1, 2006",-5.224,288.789,14.45
"Oct 1, 2006",-6.329,287.711,2.176
"Nov 1, 2006",-5.221,285.766,3.133
"Dec 1, 2006",-5.715,282.703,1.627
"Jan 1, 2007",-5.478,281.679,1.983
"Feb 1, 2007",-8.276,282.766,0.949
"Mar 1, 2007",-7.416,285.126,2.545
"Apr 1, 2007",-6.642,286.03,7.066
"May 1, 2007",-8.129,288.103,7.454
"Jun 1, 2007",-5.828,289.263,12.746
"Jul 1, 2007",-8.27,290.298,12.077
"Aug 1, 2007",-5.199,289.367,31.196
"Sep 1, 2007",-5.256,289.151,13.32
"Oct 1, 2007",-5.652,287.809,20.737
"Nov 1, 2007",-4.805,285.481,7.052
"Dec 1, 2007",-5.501,282.96,1.074
"Jan 1, 2008",-5.027,283.236,2.09
"Feb 1, 2008",-4.832,280.578,2.822
"Mar 1, 2008",-7.244,283.105,3.596
"Apr 1, 2008",-6.748,287.149,4.58
"May 1, 2008",-6.939,288.16,6.876
"Jun 1, 2008",-6.974,289.094,11.788
"Jul 1, 2008",-6.418,289.655,36.798
"Aug 1, 2008",-7.598,289.745,9.458
"Sep 1, 2008",-5.623,289.117,40.812
"Oct 1, 2008",-5.806,288.487,4.844
"Nov 1, 2008",-5.55,284.789,3.235
"Dec 1, 2008",-6.81,281.739,1.022
"Jan 1, 2009",-7.722,279.779,0.314
"Feb 1, 2009",-9.463,285.381,0.56
"Mar 1, 2009",-7.546,285.532,3.722
"Apr 1, 2009",-5.765,285.855,8.289
"May 1, 2009",-8.348,287.518,3.268
"Jun 1, 2009",-6.854,289.409,10.536
"Jul 1, 2009",-7.675,290.349,9.908
"Aug 1, 2009",-6.079,290.31,46.25
"Sep 1, 2009",-6.272,289.963,10.767
"Oct 1, 2009",-5.651,288.231,8.464
"Nov 1, 2009",-5.975,285.462,1.557
"Dec 1, 2009",-5.554,281.512,1.305
"Jan 1, 2010",-5.545,281.979,1.252
"Feb 1, 2010",-7.048,283.681,3.291
"Mar 1, 2010",-8.771,285.282,1.431
"Apr 1, 2010",-7.722,287.069,7.252
"May 1, 2010",-7.481,288.877,8.769
"Jun 1, 2010",-6.193,289.422,9.502
"Jul 1, 2010",-6.939,289.894,14.714
"Aug 1, 2010",-6.718,290.103,15.613
"Sep 1, 2010",-5.559,289.251,22.904
"Oct 1, 2010",-5.06,287.708,9.962
"Nov 1, 2010",-5.008,284.845,3.396
"Dec 1, 2010",-5.95,281.515,1.69
"Jan 1, 2011",-4.683,279.977,1.112
"Feb 1, 2011",-6.792,281.666,1.209
"Mar 1, 2011",-6.6,283.347,2.407
"Apr 1, 2011",-7.87,285.622,3.139
"May 1, 2011",-6.673,288.73,10.019
"Jun 1, 2011",-7.937,289.858,11.873
"Jul 1, 2011",-6.231,289.915,16.191
"Aug 1, 2011",-6.48,289.789,18.505
"Sep 1, 2011",-6.744,289.249,4.586
"Oct 1, 2011",-4.753,287.647,11.787
"Nov 1, 2011",-4.362,286.484,8.896
"Dec 1, 2011",-3.876,282.729,2.493
"Jan 1, 2012",-4.565,281.573,1.808
"Feb 1, 2012",-4.901,283.169,3.718
"Mar 1, 2012",-7.438,285.195,1.981
"Apr 1, 2012",-6.612,287.063,7.392
"May 1, 2012",-6.327,288.818,10.591
"Jun 1, 2012",-5.372,290.033,31.393
"Jul 1, 2012",-6.881,290.097,11.181
"Aug 1, 2012",-5.371,289.538,34.175
"Sep 1, 2012",-6.852,288.843,5.271
"Oct 1, 2012",-7.582,287.263,1.58
"Nov 1, 2012",-4.876,285.621,4.667
"Dec 1, 2012",-4.056,282.593,4.533
"Jan 1, 2013",-5.263,281.542,1.227
"Feb 1, 2013",-7.868,284.95,0.541
"Mar 1, 2013",-9.55,285.329,2.014
"Apr 1, 2013",-5.741,286.491,9.643
"May 1, 2013",-5.144,288.43,9.221
"Jun 1, 2013",-7.835,289.941,7.386
"Jul 1, 2013",-7.014,289.472,19.89
"Aug 1, 2013",-6.253,289.894,27.755
"Sep 1, 2013",-6.57,289.328,13.137
"Oct 1, 2013",-6.704,287.13,2.225
"Nov 1, 2013",-5.093,284.841,3.471
"Dec 1, 2013",-4.548,281.479,3.234
"Jan 1, 2014",-6.915,279.804,0.294
"Feb 1, 2014",-5.778,281.629,3.21
"Mar 1, 2014",-6.51,284.399,3.231
"Apr 1, 2014",-6.73,287.052,4.411
"May 1, 2014",-5.435,288.26,10.795
"Jun 1, 2014",-5.988,290.172,11.521
"Jul 1, 2014",-8.269,290.975,14.563
"Aug 1, 2014",-6.731,290.105,12.126
"Sep 1, 2014",-6.763,289.998,11.773
"Oct 1, 2014",-7.172,287.481,2.083
"Nov 1, 2014",-5.506,285.312,2.038
"Dec 1, 2014",-4.072,281.889,2.304
"Jan 1, 2015",-5.526,281.333,0.633
"Feb 1, 2015",-6.779,281.699,1.23
"Mar 1, 2015",-7.078,285.025,3.487
"Apr 1, 2015",-8.946,286.726,3.929
"May 1, 2015",-7.766,289.004,19.081
"Jun 1, 2015",-9.761,290.343,3.35
"Jul 1, 2015",-6.934,289.954,14.052
"Aug 1, 2015",-6.067,289.533,21.702
"Sep 1, 2015",-5.907,289.063,16.557
"Oct 1, 2015",-5.751,288.136,4.227
"Nov 1, 2015",-5.219,286.452,3.305
"Dec 1, 2015",-5.119,283.954,2.19
"Jan 1, 2016",-3.38,281.883,7.133
"Feb 1, 2016",-5.068,281.342,1.825
"Mar 1, 2016",-5.474,283.488,7.012
"Apr 1, 2016",-8.23,287.608,5.851
"May 1, 2016",-6.934,289.294,7.824
"Jun 1, 2016",-7.573,290.106,10.083
"Jul 1, 2016",-7.834,290.366,22.577
"Aug 1, 2016",-5.741,290.213,19.759
"Sep 1, 2016",-4.736,289.505,28.532
"Oct 1, 2016",-5.443,289.371,16.205
"Nov 1, 2016",-5.332,286.486,4.752
"Dec 1, 2016",-5.42,284.204,1.205
"Jan 1, 2017",-6.46,283.284,0.831
"Feb 1, 2017",-6.701,282.306,1.515
"Mar 1, 2017",-7.502,284.409,3.251
"Apr 1, 2017",-7.915,286.651,8.72
"May 1, 2017",-6.673,288.554,9.333
"Jun 1, 2017",-6.658,289.833,12.904
"Jul 1, 2017",-7.478,290.276,15.76
"Aug 1, 2017",-7.36,290.56,7.776
"Sep 1, 2017",-7.14,290.342,8.382
"Oct 1, 2017",-6.375,288.549,5.971
"Nov 1, 2017",-4.516,286.729,6.007
"Dec 1, 2017",-4.771,282.932,0.856
"Jan 1, 2018",-4.286,282.429,5.442
"Feb 1, 2018",-4.962,281.866,2.508
"Mar 1, 2018",-7.612,283.613,2.458
"Apr 1, 2018",-6.911,286.493,4.98
"May 1, 2018",-9.122,289.423,4.423
"Jun 1, 2018",-6.338,289.94,17.261
"Jul 1, 2018",-6.473,289.955,8.926
"Aug 1, 2018",-4.779,289.762,36.311
"Sep 1, 2018",-6.306,289.412,11.597
"Oct 1, 2018",-5.942,286.82,4.365
"Nov 1, 2018",-6.176,285.927,1.343
"Dec 1, 2018",-6.44,284.88,0.573
"Jan 1, 2019",-6.486,283.255,1.195
"Feb 1, 2019",-8.596,284.924,0.929
"Mar 1, 2019",-6.997,285.024,6.801
"Apr 1, 2019",-8.796,287.863,4.001
"May 1, 2019",-4.978,288.361,11.671
"Jun 1, 2019",-6.51,289.878,10.395
"Jul 1, 2019",-7.124,290.535,10.477
"Aug 1, 2019",-5.382,290.393,22.576
"Sep 1, 2019",-6.468,289.338,7.941
"Oct 1, 2019",-6.663,287.686,1.758
"Nov 1, 2019",-6.628,286.209,0.994
"Dec 1, 2019",-5.491,283.661,4.023
"Jan 1, 2020",-6.513,282.563,1.727
"Feb 1, 2020",-6.572,282.913,1.626
"Mar 1, 2020",-7.483,285.649,2.994
"Apr 1, 2020",-7.608,285.738,5.357
"May 1, 2020",-7.83,289.621,13.421
"Jun 1, 2020",-9.27,290.406,4.109
"Jul 1, 2020",-8.118,290.72,9.563
"Aug 1, 2020",-7.012,290.18,9.744
"Sep 1, 2020",-7.258,289.703,5.2
"Oct 1, 2020",-5.957,288.914,2.884
"Nov 1, 2020",-5.544,287.016,2.044
"Dec 1, 2020",-5.198,284.39,1.508
"Jan 1, 2021",-6.487,280.89,0.637
"Feb 1, 2021",-8.132,283.055,2.072
"Mar 1, 2021",-9.273,285.695,1.614
"Apr 1, 2021",-8.502,287.036,3.106
"May 1, 2021",-11.815,290.391,3.27
"Jun 1, 2021",-5.716,289.971,15.717
"Jul 1, 2021",-7.86,290.715,12.869
"Aug 1, 2021",-5.923,290.145,22.754
"Sep 1, 2021",-7.584,290.047,6.633
"Oct 1, 2021",-6.203,288.335,9.471
"Nov 1, 2021",-5.25,285.53,2.337
"Dec 1, 2021",-5.237,283.007,1.389
"Jan 1, 2022",-5.328,282.214,3.305
"Feb 1, 2022",-5.07,282.599,5.296
"Mar 1, 2022",-6.959,285.799,3.924
"Apr 1, 2022",-7.422,286.667,4.378
"May 1, 2022",-5.106,288.416,14.059
"Jun 1, 2022",-8.028,289.851,8.213
"Jul 1, 2022",-7.78,290.978,7.804
